id,hotel_cluster
785879,"[95, 42, 91, 4, 16]"
786850,"[63, 36, 58, 44, 64]"
789944,"[91, 41, 48, 64, 65]"
790825,"[50, 91, 25, 48, 13]"
793027,"[98, 70, 41, 56, 72]"
793027,"[98, 70, 41, 56, 72]"
795652,"[46, 36, 62, 57, 82]"
795652,"[36, 85, 62, 58, 63]"
795652,"[63, 26, 57, 81, 92]"
797279,"[18, 91, 70, 41, 21]"
797279,"[70, 98, 68, 91, 41]"
799611,"[62, 67, 30, 46, 36]"
799611,"[46, 36, 29, 62, 64]"
805329,"[77, 4, 49, 50, 48]"
805329,"[64, 29, 46, 85, 5]"
805329,"[17, 50, 55, 80, 26]"
806162,"[39, 18, 51, 17, 15]"
806162,"[56, 70, 41, 98, 69]"
807271,"[95, 9, 68, 91, 98]"
807754,"[72, 48, 83, 55, 4]"
808176,"[91, 18, 6, 9, 42]"
808176,"[46, 29, 64, 43, 11]"
808455,"[91, 41, 48, 64, 65]"
808455,"[91, 41, 48, 64, 65]"
809408,"[71, 34, 18, 77, 54]"
811986,"[5, 11, 37, 64, 75]"
813829,"[49, 4, 23, 59, 21]"
816820,"[95, 18, 98, 68, 21]"
821158,"[42, 48, 18, 90, 77]"
821158,"[42, 48, 18, 90, 77]"
821158,"[42, 48, 18, 90, 77]"
821158,"[91, 41, 48, 64, 65]"
821158,"[15, 50, 91, 16, 48]"
823303,"[68, 18, 25, 39, 2]"
823303,"[59, 42, 91, 95, 16]"
823303,"[59, 51, 25, 13, 21]"
824924,"[48, 4, 72, 77, 91]"
824924,"[48, 4, 72, 77, 91]"
826190,"[39, 91, 42, 47, 41]"
827795,"[95, 18, 98, 68, 21]"
833441,"[8, 65, 34, 87, 73]"
834382,"[31, 87, 65, 64, 76]"
837321,"[28, 25, 13, 91, 41]"
838862,"[99, 83, 22, 17, 28]"
838868,"[29, 82, 59, 46, 64]"
840380,"[34, 96, 48, 91, 16]"
844148,"[65, 66, 64, 52, 87]"
844148,"[2, 11, 29, 59, 46]"
844470,"[37, 18, 91, 41, 48]"
849946,"[65, 66, 64, 52, 87]"
850949,"[65, 66, 64, 52, 87]"
852142,"[54, 77, 16, 40, 47]"
852285,"[64, 97, 49, 37, 9]"
853064,"[91, 47, 50, 83, 19]"
853064,"[95, 18, 98, 68, 21]"
853064,"[17, 83, 70, 41, 98]"
856552,"[56, 70, 41, 98, 69]"
857178,"[29, 82, 59, 46, 64]"
857949,"[29, 82, 25, 30, 11]"
857949,"[64, 2, 29, 11, 58]"
864797,"[61, 16, 78, 85, 15]"
865250,"[42, 16, 15, 19, 18]"
865250,"[32, 23, 18, 42, 95]"
868347,"[5, 25, 35, 11, 99]"
868826,"[95, 42, 91, 4, 16]"
876077,"[42, 48, 18, 90, 77]"
878232,"[0, 84, 96, 97, 41]"
888481,"[95, 19, 55, 4, 68]"
889798,"[70, 69, 33, 97, 48]"
890407,"[36, 5, 15, 85, 82]"
890407,"[82, 67, 91, 41, 48]"
890407,"[36, 5, 15, 85, 82]"
890407,"[78, 91, 41, 48, 64]"
891951,"[15, 50, 89, 39, 48]"
892003,"[16, 28, 37, 5, 89]"
892003,"[29, 5, 30, 51, 85]"
892003,"[9, 46, 30, 99, 38]"
892003,"[56, 41, 70, 98, 55]"
892003,"[95, 69, 41, 68, 9]"
892794,"[56, 41, 70, 98, 55]"
892794,"[64, 98, 70, 41, 56]"
896536,"[64, 46, 36, 57, 99]"
896536,"[63, 26, 57, 81, 92]"
903317,"[41, 47, 37, 28, 90]"
904906,"[91, 48, 41, 64, 65]"
905002,"[84, 17, 83, 70, 41]"
905353,"[55, 77, 49, 91, 4]"
905353,"[55, 83, 72, 91, 16]"
905353,"[28, 6, 15, 25, 13]"
905353,"[95, 69, 41, 68, 9]"
905353,"[55, 68, 96, 4, 47]"
905353,"[25, 95, 70, 4, 2]"
912316,"[63, 62, 43, 36, 92]"
918651,"[95, 98, 33, 2, 18]"
919286,"[26, 73, 90, 84, 0]"
920120,"[95, 98, 33, 2, 18]"
920120,"[95, 98, 33, 2, 18]"
920578,"[64, 97, 49, 37, 9]"
921175,"[98, 55, 21, 95, 25]"
921671,"[82, 44, 67, 64, 29]"
925673,"[82, 62, 30, 36, 59]"
927230,"[56, 70, 41, 98, 69]"
927230,"[4, 28, 25, 19, 59]"
928722,"[32, 48, 42, 7, 39]"
930671,"[97, 98, 25, 21, 70]"
931852,"[94, 91, 42, 95, 48]"
933941,"[54, 77, 16, 40, 47]"
935309,"[91, 68, 59, 9, 25]"
939406,"[42, 91, 32, 13, 16]"
941002,"[48, 76, 39, 91, 41]"
941002,"[91, 41, 48, 64, 65]"
941002,"[28, 91, 39, 19, 23]"
941002,"[91, 41, 48, 64, 65]"
941002,"[6, 83, 48, 23, 4]"
941002,"[42, 91, 41, 48, 64]"
941002,"[91, 39, 15, 41, 48]"
941002,"[28, 43, 51, 32, 48]"
941002,"[91, 41, 48, 64, 65]"
942974,"[91, 7, 5, 90, 17]"
946305,"[43, 7, 15, 29, 30]"
946305,"[97, 98, 25, 21, 70]"
946822,"[50, 91, 25, 48, 13]"
946822,"[91, 48, 47, 94, 39]"
946822,"[72, 68, 95, 91, 77]"
946822,"[49, 95, 4, 23, 59]"
946822,"[91, 48, 47, 94, 39]"
946822,"[19, 18, 72, 70, 47]"
947448,"[71, 34, 18, 77, 54]"
947565,"[71, 34, 84, 50, 91]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
951602,"[95, 37, 91, 21, 41]"
957926,"[54, 79, 47, 91, 41]"
957926,"[1, 45, 79, 24, 88]"
958270,"[98, 97, 25, 21, 70]"
958270,"[98, 97, 25, 21, 70]"
958270,"[2, 11, 29, 59, 46]"
958270,"[2, 11, 29, 59, 46]"
958270,"[2, 11, 29, 59, 46]"
958270,"[97, 98, 25, 21, 70]"
958270,"[97, 98, 25, 21, 70]"
958270,"[21, 28, 97, 40, 11]"
958270,"[21, 28, 97, 40, 11]"
958270,"[67, 89, 2, 43, 58]"
958270,"[99, 22, 64, 8, 78]"
958270,"[98, 97, 25, 21, 70]"
958270,"[98, 97, 25, 21, 70]"
958270,"[2, 11, 29, 59, 46]"
958270,"[98, 97, 25, 21, 70]"
958270,"[2, 11, 29, 59, 46]"
958270,"[64, 2, 29, 11, 58]"
958270,"[25, 64, 5, 11, 97]"
958270,"[97, 98, 25, 21, 70]"
958270,"[99, 22, 64, 8, 78]"
958270,"[99, 11, 5, 41, 70]"
958270,"[97, 98, 25, 21, 70]"
958270,"[97, 98, 25, 21, 70]"
958270,"[29, 82, 25, 30, 11]"
958270,"[29, 82, 25, 30, 11]"
967461,"[65, 66, 52, 31, 25]"
967461,"[56, 70, 41, 98, 69]"
968409,"[39, 91, 95, 21, 19]"
971331,"[62, 85, 57, 81, 75]"
971528,"[13, 91, 51, 77, 50]"
973214,"[1, 45, 79, 24, 88]"
977703,"[67, 61, 36, 60, 85]"
980370,"[90, 13, 59, 5, 46]"
980754,"[29, 61, 30, 85, 8]"
985697,"[95, 37, 91, 21, 41]"
985697,"[19, 18, 72, 70, 47]"
985697,"[19, 18, 72, 70, 47]"
985697,"[91, 41, 48, 64, 65]"
988109,"[37, 95, 9, 98, 21]"
991668,"[43, 91, 41, 48, 64]"
991668,"[82, 46, 57, 36, 38]"
991668,"[82, 46, 57, 36, 38]"
991668,"[64, 99, 68, 10, 91]"
991668,"[46, 81, 64, 15, 57]"
991668,"[46, 81, 64, 15, 57]"
991668,"[59, 42, 91, 95, 16]"
991668,"[59, 42, 91, 95, 16]"
991668,"[91, 68, 59, 9, 25]"
991668,"[46, 36, 58, 12, 29]"
991668,"[46, 36, 58, 12, 29]"
991668,"[82, 67, 3, 36, 46]"
991668,"[77, 90, 23, 73, 51]"
991668,"[13, 5, 73, 42, 48]"
991668,"[81, 61, 57, 12, 63]"
991668,"[81, 61, 57, 12, 63]"
991668,"[57, 91, 41, 48, 64]"
991668,"[13, 5, 73, 42, 48]"
991668,"[2, 30, 7, 13, 16]"
991668,"[77, 90, 23, 73, 51]"
991668,"[2, 30, 7, 13, 16]"
991668,"[64, 97, 46, 8, 35]"
991668,"[64, 97, 46, 8, 35]"
991668,"[46, 58, 27, 29, 97]"
991668,"[91, 41, 48, 64, 65]"
991668,"[1, 45, 79, 24, 88]"
991668,"[9, 17, 41, 21, 69]"
991668,"[57, 82, 62, 91, 41]"
991668,"[57, 82, 62, 91, 41]"
991668,"[91, 41, 48, 64, 65]"
991668,"[12, 46, 91, 41, 48]"
991668,"[60, 30, 91, 41, 48]"
991668,"[91, 41, 48, 64, 65]"
991668,"[91, 41, 48, 64, 65]"
991668,"[91, 41, 48, 64, 65]"
991668,"[67, 61, 36, 60, 85]"
991668,"[30, 91, 41, 48, 64]"
994012,"[32, 95, 37, 91, 21]"
994012,"[95, 37, 91, 21, 41]"
994012,"[64, 46, 36, 57, 99]"
994012,"[32, 91, 41, 48, 64]"
1002499,"[62, 30, 91, 41, 48]"
1002499,"[91, 41, 48, 64, 65]"
1002499,"[19, 18, 70, 95, 98]"
1002499,"[19, 18, 70, 95, 98]"
1002499,"[16, 91, 51, 90, 32]"
1003015,"[91, 41, 48, 64, 65]"
1006104,"[42, 28, 95, 32, 48]"
1006618,"[91, 10, 11, 7, 6]"
1006881,"[25, 64, 5, 11, 97]"
1006881,"[64, 2, 29, 11, 58]"
1009898,"[97, 69, 21, 41, 39]"
1010088,"[47, 10, 16, 91, 41]"
1012063,"[91, 41, 48, 64, 65]"
1012063,"[91, 41, 48, 64, 65]"
1012063,"[55, 25, 70, 41, 17]"
1012063,"[91, 41, 48, 64, 65]"
1012380,"[86, 28, 95, 32, 69]"
1012707,"[71, 34, 84, 50, 91]"
1012857,"[70, 98, 68, 91, 41]"
1013592,"[82, 64, 36, 59, 29]"
1013592,"[97, 5, 64, 12, 98]"
1015551,"[5, 72, 2, 25, 10]"
1015551,"[91, 41, 48, 64, 65]"
1015551,"[18, 95, 91, 48, 16]"
1015551,"[47, 48, 91, 41, 64]"
1015606,"[32, 28, 42, 50, 39]"
1016946,"[38, 91, 41, 48, 64]"
1016946,"[91, 41, 48, 64, 65]"
1022480,"[82, 9, 10, 2, 62]"
1022480,"[95, 18, 98, 68, 21]"
1022480,"[25, 64, 5, 11, 97]"
1023613,"[53, 91, 41, 48, 64]"
1023613,"[64, 21, 68, 75, 17]"
1023613,"[64, 21, 68, 75, 17]"
1024218,"[26, 2, 44, 64, 67]"
1029404,"[2, 25, 22, 64, 11]"
1038273,"[5, 72, 2, 25, 10]"
1039165,"[77, 70, 39, 98, 19]"
1039743,"[56, 70, 41, 98, 69]"
1039743,"[95, 37, 91, 21, 41]"
1046327,"[28, 59, 60, 18, 51]"
1046327,"[91, 41, 48, 64, 65]"
1046327,"[41, 5, 18, 92, 91]"
1058180,"[46, 36, 58, 12, 29]"
1062231,"[98, 70, 41, 56, 72]"
1064567,"[56, 41, 70, 98, 55]"
1064945,"[46, 36, 29, 62, 64]"
1064972,"[55, 25, 4, 28, 10]"
1066742,"[81, 61, 57, 12, 63]"
1068110,"[44, 5, 91, 41, 48]"
1068995,"[68, 2, 46, 95, 29]"
1068995,"[68, 59, 9, 95, 64]"
1074325,"[33, 16, 50, 91, 36]"
1077639,"[42, 16, 7, 43, 47]"
1081838,"[80, 44, 20, 3, 73]"
1083881,"[97, 98, 25, 21, 70]"
1086144,"[68, 59, 9, 95, 64]"
1086144,"[98, 95, 18, 21, 68]"
1086882,"[91, 41, 48, 64, 65]"
1087725,"[0, 31, 96, 25, 91]"
1087725,"[51, 33, 0, 47, 41]"
1088982,"[96, 19, 13, 41, 18]"
1092295,"[98, 59, 21, 49, 25]"
1092295,"[2, 36, 49, 59, 28]"
1092295,"[97, 98, 25, 21, 70]"
1092295,"[40, 91, 41, 48, 64]"
1094010,"[10, 37, 91, 19, 28]"
1094010,"[91, 19, 10, 28, 6]"
1100191,"[96, 91, 90, 42, 41]"
1100752,"[28, 95, 25, 59, 91]"
1100752,"[1, 45, 79, 24, 88]"
1105426,"[97, 98, 25, 21, 70]"
1105426,"[1, 79, 45, 24, 19]"
1105804,"[36, 58, 5, 99, 30]"
1105804,"[36, 58, 5, 99, 30]"
1105804,"[36, 58, 5, 99, 30]"
1107730,"[0, 34, 80, 26, 73]"
1112855,"[98, 70, 41, 56, 72]"
1114063,"[98, 95, 2, 59, 72]"
1114063,"[96, 98, 21, 10, 83]"
1114701,"[56, 70, 41, 98, 69]"
1115175,"[59, 42, 91, 15, 6]"
1115175,"[22, 82, 8, 78, 43]"
1116252,"[56, 70, 41, 98, 69]"
1117605,"[59, 26, 6, 82, 46]"
1118150,"[91, 95, 69, 13, 94]"
1119904,"[59, 9, 21, 82, 25]"
1119904,"[64, 17, 51, 21, 31]"
1119904,"[77, 49, 91, 4, 72]"
1120439,"[1, 45, 79, 24, 88]"
1120439,"[31, 91, 19, 15, 10]"
1120439,"[91, 41, 48, 64, 65]"
1120439,"[48, 50, 94, 16, 83]"
1121869,"[4, 12, 21, 36, 59]"
1121941,"[95, 18, 98, 68, 21]"
1123184,"[79, 89, 0, 96, 4]"
1123184,"[91, 72, 28, 33, 21]"
1123184,"[91, 72, 28, 33, 21]"
1123184,"[95, 98, 91, 18, 41]"
1123184,"[95, 98, 91, 18, 41]"
1123184,"[56, 70, 41, 98, 69]"
1123184,"[82, 99, 91, 41, 48]"
1123184,"[91, 41, 48, 64, 65]"
1123184,"[99, 42, 6, 93, 13]"
1123184,"[91, 2, 32, 94, 77]"
1128425,"[62, 85, 57, 81, 75]"
1128425,"[81, 82, 60, 91, 41]"
1128425,"[81, 82, 60, 91, 41]"
1128425,"[81, 82, 60, 91, 41]"
1128428,"[55, 56, 41, 70, 98]"
1128428,"[23, 32, 16, 48, 63]"
1128428,"[56, 41, 70, 98, 55]"
1128428,"[18, 42, 91, 59, 13]"
1128767,"[25, 0, 71, 42, 50]"
1136588,"[82, 44, 67, 64, 29]"
1136588,"[64, 29, 46, 85, 5]"
1136588,"[64, 2, 29, 11, 58]"
1138292,"[91, 77, 41, 48, 64]"
1138292,"[91, 42, 72, 89, 50]"
1138292,"[91, 42, 72, 89, 50]"
1138292,"[91, 42, 72, 89, 50]"
1138292,"[50, 61, 48, 53, 7]"
1139209,"[21, 55, 32, 90, 0]"
1140129,"[1, 79, 45, 24, 19]"
1140129,"[95, 41, 37, 6, 55]"
1140129,"[95, 41, 37, 6, 55]"
1141166,"[12, 82, 46, 36, 29]"
1141166,"[12, 21, 36, 59, 48]"
1141166,"[82, 91, 41, 48, 64]"
1141223,"[28, 98, 47, 15, 16]"
1141760,"[46, 36, 58, 12, 29]"
1141760,"[63, 58, 81, 76, 91]"
1141760,"[66, 65, 52, 86, 62]"
1141760,"[66, 65, 52, 86, 62]"
1142305,"[91, 41, 48, 64, 65]"
1142322,"[59, 17, 11, 34, 91]"
1142322,"[95, 37, 91, 21, 41]"
1142498,"[91, 42, 72, 89, 50]"
1146443,"[71, 34, 18, 77, 54]"
1147089,"[95, 42, 91, 4, 16]"
1147089,"[40, 13, 51, 42, 16]"
1149032,"[59, 42, 91, 95, 16]"
1149032,"[0, 26, 34, 17, 70]"
1149458,"[49, 4, 23, 59, 21]"
1149458,"[55, 56, 70, 41, 98]"
1154204,"[83, 68, 16, 11, 37]"
1155183,"[91, 41, 48, 64, 65]"
1155183,"[37, 9, 18, 99, 91]"
1156184,"[20, 82, 60, 46, 81]"
1156894,"[25, 64, 5, 11, 97]"
1161776,"[46, 36, 29, 62, 64]"
1161776,"[2, 25, 22, 64, 11]"
1175736,"[12, 29, 91, 41, 48]"
1176547,"[62, 12, 29, 97, 59]"
1176547,"[62, 12, 29, 97, 59]"
1176547,"[20, 82, 60, 46, 81]"
1176564,"[28, 22, 11, 68, 35]"
1176564,"[28, 22, 11, 68, 35]"
1176564,"[81, 38, 91, 41, 48]"
1176564,"[81, 38, 91, 41, 48]"
1176564,"[13, 4, 91, 41, 48]"
1176564,"[1, 45, 79, 24, 88]"
1176564,"[1, 45, 79, 24, 88]"
1176564,"[54, 1, 79, 88, 45]"
1176564,"[1, 45, 79, 24, 88]"
1176564,"[97, 5, 64, 12, 98]"
1176564,"[95, 69, 41, 68, 9]"
1182738,"[3, 91, 41, 48, 64]"
1190045,"[28, 91, 48, 40, 59]"
1190045,"[95, 9, 68, 91, 98]"
1195131,"[78, 5, 91, 41, 48]"
1197465,"[36, 30, 91, 41, 48]"
1197465,"[36, 30, 91, 41, 48]"
1197465,"[57, 82, 62, 91, 41]"
1197465,"[46, 81, 64, 15, 57]"
946,"[1, 45, 79, 24, 88]"
3444,"[83, 68, 16, 11, 37]"
3444,"[46, 62, 82, 58, 81]"
11391,"[68, 95, 18, 40, 9]"
13621,"[39, 91, 28, 13, 41]"
22179,"[81, 63, 46, 57, 60]"
22179,"[62, 29, 85, 59, 61]"
22179,"[62, 29, 85, 59, 61]"
22179,"[30, 20, 43, 38, 91]"
22732,"[15, 64, 78, 63, 92]"
25128,"[6, 51, 48, 18, 77]"
25128,"[6, 28, 47, 48, 17]"
25128,"[46, 58, 27, 29, 97]"
25861,"[9, 2, 98, 50, 48]"
28876,"[91, 41, 48, 64, 65]"
35169,"[99, 10, 46, 73, 59]"
36116,"[26, 65, 0, 96, 52]"
36116,"[99, 83, 48, 41, 56]"
37005,"[50, 91, 41, 48, 64]"
37005,"[91, 95, 69, 13, 94]"
37005,"[32, 39, 40, 89, 91]"
37005,"[32, 39, 40, 89, 91]"
37005,"[32, 39, 40, 89, 91]"
37320,"[10, 91, 83, 47, 18]"
37320,"[16, 6, 18, 76, 37]"
37320,"[1, 45, 79, 24, 88]"
38694,"[38, 62, 57, 60, 20]"
38694,"[25, 33, 11, 98, 83]"
38694,"[46, 36, 29, 62, 64]"
38694,"[29, 82, 25, 30, 11]"
38694,"[46, 36, 58, 12, 29]"
43383,"[42, 6, 18, 48, 59]"
43383,"[84, 41, 83, 90, 9]"
48634,"[6, 19, 16, 50, 48]"
56711,"[91, 41, 48, 64, 65]"
57270,"[91, 28, 50, 69, 41]"
57270,"[91, 28, 50, 69, 41]"
57270,"[91, 28, 50, 69, 41]"
57270,"[72, 33, 91, 94, 41]"
57270,"[15, 41, 9, 68, 28]"
57767,"[61, 82, 36, 78, 43]"
57767,"[48, 18, 91, 23, 41]"
57767,"[61, 82, 36, 78, 43]"
73543,"[64, 82, 81, 78, 57]"
85162,"[1, 79, 45, 24, 19]"
85162,"[1, 79, 45, 24, 19]"
85162,"[98, 95, 18, 21, 68]"
85162,"[70, 69, 33, 97, 48]"
85477,"[18, 91, 68, 98, 41]"
88465,"[41, 83, 17, 21, 91]"
95690,"[1, 45, 79, 24, 88]"
95690,"[79, 1, 45, 24, 88]"
109567,"[2, 25, 22, 64, 11]"
113672,"[95, 18, 98, 68, 21]"
114901,"[48, 59, 72, 51, 42]"
117865,"[42, 37, 55, 23, 90]"
117865,"[9, 59, 55, 41, 99]"
117865,"[9, 59, 55, 41, 99]"
117865,"[91, 48, 41, 64, 65]"
118665,"[97, 98, 25, 21, 70]"
122060,"[62, 67, 64, 58, 36]"
124506,"[55, 98, 70, 41, 56]"
124714,"[25, 64, 5, 11, 97]"
126213,"[95, 18, 98, 68, 21]"
127869,"[91, 41, 48, 64, 65]"
127869,"[49, 9, 95, 68, 2]"
127869,"[91, 41, 48, 64, 65]"
127869,"[91, 41, 48, 64, 65]"
133375,"[95, 42, 91, 4, 16]"
133375,"[91, 41, 48, 64, 65]"
133375,"[94, 91, 41, 48, 64]"
139611,"[70, 39, 98, 19, 21]"
140610,"[77, 32, 13, 72, 48]"
141881,"[18, 91, 41, 48, 64]"
142032,"[56, 70, 41, 98, 69]"
142032,"[15, 91, 41, 48, 64]"
144368,"[97, 98, 25, 21, 70]"
149391,"[91, 41, 48, 64, 65]"
151105,"[32, 77, 91, 39, 29]"
151256,"[9, 81, 63, 16, 2]"
151256,"[98, 95, 18, 21, 68]"
151463,"[63, 36, 58, 44, 64]"
152370,"[72, 48, 83, 55, 4]"
154203,"[71, 34, 18, 77, 54]"
159235,"[19, 25, 91, 18, 68]"
159441,"[59, 46, 95, 75, 68]"
159441,"[99, 59, 82, 83, 11]"
159441,"[91, 41, 48, 64, 65]"
159441,"[58, 37, 25, 82, 11]"
159441,"[46, 62, 82, 58, 81]"
159441,"[91, 41, 48, 64, 65]"
159441,"[58, 37, 25, 82, 11]"
159441,"[58, 37, 25, 82, 11]"
159441,"[58, 37, 25, 82, 11]"
159441,"[58, 37, 25, 82, 11]"
159441,"[58, 37, 25, 82, 11]"
159441,"[58, 37, 25, 82, 11]"
159441,"[91, 41, 48, 64, 65]"
159441,"[6, 81, 82, 16, 90]"
159441,"[6, 81, 82, 16, 90]"
159441,"[2, 30, 7, 13, 16]"
159441,"[58, 37, 25, 82, 11]"
159441,"[2, 30, 7, 13, 16]"
159441,"[58, 37, 25, 82, 11]"
159441,"[70, 39, 98, 19, 21]"
159441,"[58, 37, 25, 82, 11]"
159441,"[58, 37, 25, 82, 11]"
159441,"[75, 17, 91, 41, 48]"
159441,"[58, 37, 25, 82, 11]"
159441,"[91, 41, 48, 64, 65]"
161809,"[70, 56, 41, 98, 69]"
161809,"[41, 56, 70, 98, 69]"
161809,"[48, 91, 41, 64, 65]"
161809,"[56, 70, 41, 98, 69]"
161809,"[70, 56, 41, 98, 69]"
162093,"[49, 4, 23, 59, 21]"
162659,"[83, 43, 42, 82, 47]"
163934,"[91, 41, 48, 64, 65]"
164014,"[5, 81, 94, 61, 16]"
164014,"[57, 67, 64, 75, 58]"
164014,"[57, 67, 64, 75, 58]"
164014,"[57, 67, 64, 75, 58]"
168707,"[46, 82, 64, 86, 60]"
169719,"[22, 82, 8, 78, 43]"
170641,"[91, 94, 48, 51, 41]"
173468,"[54, 1, 45, 79, 24]"
173468,"[95, 39, 31, 91, 4]"
174572,"[58, 44, 91, 41, 48]"
176035,"[8, 73, 91, 41, 48]"
176035,"[91, 41, 48, 64, 65]"
176035,"[2, 5, 16, 58, 59]"
176035,"[2, 5, 16, 58, 59]"
176035,"[65, 66, 52, 87, 96]"
176035,"[65, 66, 44, 52, 92]"
176110,"[91, 72, 7, 17, 93]"
176110,"[83, 91, 41, 48, 64]"
176110,"[42, 28, 95, 32, 48]"
181829,"[68, 95, 18, 40, 9]"
183061,"[99, 6, 9, 97, 2]"
183061,"[95, 37, 91, 21, 41]"
183061,"[18, 48, 39, 42, 91]"
183061,"[48, 18, 0, 72, 91]"
184792,"[56, 41, 70, 98, 55]"
184792,"[39, 31, 91, 4, 19]"
185291,"[2, 97, 37, 59, 68]"
187309,"[84, 96, 32, 21, 0]"
187309,"[55, 0, 15, 26, 39]"
191036,"[39, 91, 95, 21, 19]"
193993,"[6, 13, 48, 16, 47]"
193993,"[47, 48, 73, 7, 91]"
193993,"[6, 13, 48, 16, 47]"
193993,"[65, 66, 44, 52, 92]"
195108,"[13, 95, 18, 72, 42]"
197530,"[20, 82, 60, 46, 81]"
198663,"[65, 66, 52, 87, 96]"
199125,"[64, 22, 38, 25, 78]"
199544,"[36, 92, 63, 78, 58]"
199912,"[70, 98, 68, 91, 41]"
199912,"[71, 34, 18, 77, 54]"
200041,"[91, 41, 48, 64, 65]"
205842,"[89, 50, 77, 3, 28]"
206062,"[63, 36, 58, 44, 64]"
206352,"[98, 70, 41, 56, 72]"
206352,"[98, 70, 41, 56, 72]"
209489,"[91, 41, 48, 64, 65]"
210380,"[83, 64, 25, 17, 70]"
211251,"[99, 83, 48, 41, 56]"
214097,"[59, 81, 73, 57, 91]"
214097,"[82, 36, 87, 30, 44]"
214097,"[6, 19, 16, 50, 48]"
214097,"[82, 36, 87, 30, 44]"
214218,"[29, 82, 25, 30, 11]"
214218,"[25, 64, 5, 11, 97]"
214218,"[64, 97, 46, 8, 35]"
214218,"[85, 91, 41, 48, 64]"
214218,"[85, 91, 41, 48, 64]"
217613,"[18, 98, 70, 41, 56]"
217613,"[13, 95, 51, 25, 77]"
220324,"[95, 69, 41, 68, 9]"
220324,"[6, 42, 16, 15, 19]"
220324,"[68, 95, 18, 40, 9]"
220324,"[17, 28, 95, 25, 59]"
222866,"[84, 96, 32, 21, 0]"
225294,"[16, 48, 32, 47, 91]"
225299,"[55, 83, 59, 21, 49]"
226434,"[88, 1, 45, 79, 24]"
226434,"[1, 45, 79, 24, 88]"
229438,"[91, 95, 69, 13, 94]"
229438,"[4, 40, 5, 31, 55]"
229438,"[50, 48, 83, 39, 89]"
229438,"[91, 41, 48, 64, 65]"
229438,"[91, 41, 48, 64, 65]"
231620,"[91, 9, 42, 6, 32]"
231620,"[91, 21, 25, 37, 33]"
232277,"[91, 50, 41, 48, 64]"
232277,"[15, 41, 9, 68, 28]"
232626,"[12, 21, 36, 59, 48]"
233151,"[91, 41, 48, 64, 65]"
236220,"[97, 98, 25, 21, 70]"
236220,"[63, 82, 0, 20, 29]"
236417,"[82, 99, 30, 81, 78]"
239399,"[28, 32, 41, 37, 83]"
243085,"[71, 34, 18, 77, 54]"
243309,"[41, 83, 17, 21, 91]"
251158,"[56, 70, 41, 98, 69]"
254311,"[63, 36, 58, 44, 64]"
255392,"[43, 7, 15, 29, 30]"
255392,"[43, 7, 15, 29, 30]"
255392,"[43, 7, 15, 29, 30]"
255392,"[11, 75, 21, 25, 64]"
259986,"[1, 45, 79, 24, 88]"
262592,"[48, 43, 91, 41, 64]"
263934,"[47, 91, 41, 48, 64]"
264500,"[49, 4, 23, 59, 21]"
264500,"[1, 45, 79, 24, 88]"
264500,"[1, 45, 79, 24, 88]"
264500,"[68, 41, 83, 17, 21]"
264500,"[76, 78, 20, 22, 67]"
264500,"[91, 41, 48, 64, 65]"
264500,"[41, 83, 17, 21, 91]"
264500,"[98, 70, 41, 56, 72]"
264500,"[91, 95, 69, 13, 94]"
264500,"[59, 25, 42, 48, 95]"
264500,"[41, 83, 17, 21, 91]"
264500,"[2, 97, 37, 59, 68]"
264500,"[68, 41, 83, 17, 21]"
264500,"[2, 97, 37, 59, 68]"
265107,"[15, 10, 16, 32, 51]"
265107,"[28, 43, 51, 32, 48]"
265107,"[54, 77, 16, 40, 47]"
265107,"[13, 47, 18, 37, 91]"
265107,"[91, 94, 48, 51, 41]"
265107,"[91, 48, 17, 83, 77]"
265107,"[34, 96, 48, 91, 16]"
265107,"[6, 94, 89, 47, 91]"
265107,"[91, 41, 48, 64, 65]"
265107,"[40, 23, 91, 41, 48]"
265107,"[54, 91, 0, 34, 96]"
265107,"[94, 15, 32, 82, 55]"
265107,"[40, 18, 95, 19, 48]"
265107,"[91, 41, 48, 64, 65]"
265107,"[91, 54, 0, 34, 96]"
265107,"[91, 41, 48, 64, 65]"
265107,"[59, 25, 42, 48, 95]"
265107,"[42, 48, 91, 41, 64]"
265107,"[23, 91, 41, 48, 64]"
265107,"[32, 16, 77, 21, 59]"
265107,"[32, 16, 77, 21, 59]"
265107,"[0, 32, 26, 30, 96]"
265107,"[1, 45, 79, 24, 88]"
265107,"[54, 40, 90, 91, 41]"
267825,"[80, 91, 41, 48, 64]"
270754,"[18, 15, 32, 16, 91]"
274313,"[59, 48, 94, 91, 16]"
274557,"[91, 41, 48, 64, 65]"
276579,"[95, 37, 91, 21, 41]"
276579,"[56, 70, 41, 98, 69]"
276579,"[56, 70, 41, 98, 69]"
277263,"[18, 95, 91, 48, 16]"
280860,"[48, 83, 47, 7, 72]"
